Padrão,Frase,Nome da Música,Nome do Artista,Gênero Musical,Letra da Música,Categoria,Sentimento
sujeitoadjetivo,criança feliz,Alegria de uma Tristeza,Liu & Léu,sertanejo,"Existem coisas que a gente não esquece. Nem mesmo o tempo nos apaga da lembrança. Eu não me esqueço das roupinhas remendadas. Que me vestiram nos meus tempos de criança. Meus pais humildes eram pobres, muito pobres. E não puderam nem dar estudo pra mim. Por isso hoje eu descrevo com tristeza. A minha infância que foi realmente assim. Papai Noel não encontrou meu endereço. Não tive o riso de uma criança feliz. Faltou-me a luz que ilustra grandes homens. Não pude dar o melhor de mim ao meu país. Enxergo a vida toda cheia de caminhos. Onde se cruzam muitos seres diferentes. E toda vez que me defronta um mendigo. Vem-me a lembrança, a pobreza de uma gente. Creio no homem e nas leis da minha terra. Que todos tenham luz radiante a seguir. E a luz do amor, da compreensão e do saber. Faça meu filho não sofrer o que eu sofri. Papai Noel não encontrou meu endereço. Não tive o riso de uma criança feliz. Faltou-me a luz que ilustra grandes homens. Não pude dar o melhor de mim ao meu país. (Pedro Paulo Mariano - Santa Maria da Serra-SP)",Emoção,Positivo
sujeitoadjetivo,criança esperta,Coisa Mais Gostosa,Leo Rodriguez,sertanejo,"Você é meiga demais,. Por você sou capaz. de roubar até a lua. Você é linda de olhar e ao te ver passar,. Eu só queria sempre estar na tua. Você é a criança esperta que na hora certa sabe ser mulher. Você é cabeça feita, a musa perfeita que qualquer poeta quer. Refrão. Você é chocolate com licor de cereja. Torta de morango com creme de chantilly. Sorvete especial de sobremesa. Você é a coisa mais gostosa que eu já conheci. Você é meiga demais, por você sou capaz. de roubar até a lua. Você é linda de olhar e ao te ver passar,. Eu só queria sempre estar na tua. Você é a criança esperta que na hora certa sabe ser mulher. Você é cabeça feita, a musa perfeita que qualquer poeta quer. Refrão",Caráter,Positivo
sujeitoadjetivo,menininha bonitinha,Menina Sapeca,Léo Canhoto e Robertinho,sertanejo,Eu não quero que você chore menina. Oh! menininha bonitinha e sapeca. Eu bem sei que você vive chorando. Só porque roubaram sua boneca. Por favor enxugue logo os seus olhinhos. Não precisa chorar tanto e nem sofrer. Se o malvado carregou sua boneca. Seu papaizinho compra outra pra você. Pra mim também aconteceu do mesmo jeito. Porém não choro porque sou de opinião. Alguém roubou e carregou pra bem distante. A bonequinha dona do meu coração. Se você chora de saudade da boneca. Só eu compreendo quanta falta ela lhe faz. Seu papaizinho compra outra igualzinha. Porém a minha não regressa nunca mais. Pra mim também aconteceu do mesmo jeito. Porém não choro porque sou de opinião. Alguém roubou e carregou pra bem distante. A bonequinha dona do meu coração. Se você chora de saudade da boneca. Só eu compreendo quanta falta ela lhe faz. Seu papaizinho compra outra igualzinha. Porém a minha não regressa nunca mais. (Pedro Paulo Mariano – Santa Maria da Serra-SP),Aparência,Positivo
sujeitoadjetivo,criança feliz,Canção da Criança,Leandro e Leonardo,sertanejo,Criança feliz. Feliz a cantar. Alegre a embalar. Seu sonho infantil. Ó meu bom Jesus. Que a todos conduz. Olhai as crianças. Do nosso Brasil. Criança com alegria. Igual um bando de andorinhas. Virão Jesus que dizia:. Vinde a mim as criancinhas. Hoje no Céu um aceno. Os anjos dizem amém. Pois que Jesus Nazareno. Foi criancinha também,Emoção,Positivo
substantivo,menininha tá na moda,Beijo Tá Na Moda,Lelles & Leonardo,sertanejo,Beijo tá na Moda. Beijo na boca tá na moda. beijo no umbiguinha tá na moda. beijo na testinha tá na moda. te falei beijar é bom e tá na moda. Beijo no peitinho tá na moda. beijo de selinho tá na moda. beijo no escurinho tá na moda. te falei beijar é bom e tá na moda. Beija meu amor pode beijar. quanto mais você me beija. mas eu quero te amar. Beijo no pezinho tá na moda. beijo o joelhinho tá na moda. beijo a menininha tá na moda. te falei beijar é bom e tá na moda. Beijo o bumbumzinho tá na moda. beijo a barriguinha tá na moda. beijo molhadinho tá na moda. te falei beijar é bom e tá na moda. Refrao. Beijo safadinho tá na moda. beijo no peitinho tá na moda. beijo bumbumzinho ta na moda. te falei beijar é bom e tá na moda,Aparência,Positivo
sujeitoadjetivo,criança livre,Sem Mandamentos,Oswaldo Montenegro,mpb,"Hoje eu quero a rua cheia de sorrisos francos. de rostos serenos, de palavras soltas. eu quero a rua toda parecendo louca. com gente gritando e se abraçando ao sol. Hoje eu quero ver a bola da criança livre. quero ver os sonhos todos nas janelas. quero ver vocês andando por aí. Hoje eu vou pedir desculpas pelo que eu não disse. eu até desculpo o que você falou. eu quero ver meu coração no seu sorriso. e no olho da tarde a primeira luz. Hoje eu quero que os boêmios gritem bem mais alto. eu quero um carnaval no engarrafamento. e que dez mil estrelas vão riscando o céu. buscando a sua casa no amanhecer. Hoje eu vou fazer barulho pela madrugada. rasgar a noite escura como um lampião. eu vou fazer seresta na sua calçada. eu vou fazer misérias no seu coração. Hoje eu quero que os poetas dancem pela rua. pra escrever a música sem pretensão. eu quero que as buzinas toquem flauta-doce. e que triunfe a força da imaginação.. ...eu vou fazer seresta na sua calçada. eu vou fazer misérias no seu coração. Hoje eu quero que os poetas dancem pela rua. pra escrever a música sem pretensão. eu quero que as buzinas toquem flauta-doce. e que triunfe a força da imaginação.",Neutro,Positivo
sujeitoadjetivo,criança livre,Rituais da Alegria,Oswaldo Montenegro,mpb,"Hoje que quero a rua cheia de sorrisos francos. De rostos serenos, de palavras soltas. Eu quero a rua toda parecendo louca. Com gente gritando e se abraçando ao sol. Hoje que quero ver a bola da criança livre. Quero ver os sonhos todos nas janelas. Quero ver vocês andando por aí. Hoje eu vou pedir desculpas pelo que eu não disse. Eu até desculpo o que você falou. Eu quero ver meu coração no seu sorriso. E no olho da tarde a primeira luz. Hoje eu quero que os boêmios gritem bem mais alto. Eu quero um carnaval no engarrafamento. E que dez mil estrelas vão riscando o céu. Buscando a sua casa no amanhecer. Hoje eu vou fazer barulho pela madrugada. Rasgar a noite escura como um lampião. Eu vou fazer serestas na tua calçada. Eu vou fazer misérias no teu coração. Hoje eu quero que os poetas dancem pela rua. Para escrever a músicas sem pretensão. Eu quero que as buzines toquem flauta-doce. E que triunfe a força da imaginação",Neutro,Positivo
substantivo,criança que me pediu dez centavos é um homem,Amem,O Teatro Mágico,mpb,"Pelo retrovisor enxergamos tudo ao contrário. Letras, lados, lestes. O relógio de pulso pula de uma mão para outra e na verdade... ]. [ nada muda. A criança que me pediu dez centavos é um homem de idade ]. [ no meu retrovisor. A menina debruçando favores toda suja. É mãe de filhos que não conhece. Vendeu-os por açúcar. Prendas de quermesse. A placa do carro da frente se inverte quando passo por ele. E nesse tráfego acelero o que posso. Acho que não ultrapasso e quando o faço nem noto. O farol fecha.... Outras flores e carros surgem em meu retrovisor. Retrovisor é passado. É de vez em quando... do meu lado. Nunca é na frente. É o segundo mais tarde... próximo... seguinte. É o que passou e muitas vezes ninguém viu. Retrovisor nos mostra o que ficou; o que partiu. O que agora só ficou no pensamento. Retrovisor é mesmice em dia de trânsito lento. Retrovisor mostra meus olhos com lembranças mal resolvidas. Mostra as ruas que escolhi... calçadas e avenidas. Deixa explícito que se vou pra frente. Coisas ficam para trás. A gente só nunca sabe... que coisas são essas",Papel Social,Neutro
sujeitoadjetivo,criança louca,Quero Ser O Homem Que Sou (Dizendo A Verdade),Raul Seixas,mpb,"Dizendo a verdade. Somente a verdade. Dizendo a verdade. Somente a verdade... *. Essa vã criatura indecisa no mal. Indecisa no bem. Sempre buscando aventuras. E sempre à procura das dores também. Com todos os desejos, pecados, receios. Rancor e arquejos. Do animal que gargalha. E que traz na boca rugidos e beijos. Mas... (*). Esse gênio esboçado, essa criança louca. Esse filho da dor. Que foi capaz de erguer do lodo. Uma voz rouca em um canto de amor. Enquanto geme e chora. Mata e mente, acusa e defende. Deixa ficar pra trás. Na sua jornada uma canção de glória. (*). Quero ser o homem que sou. Sim, quero ser o homem que sou. Sim, quero ser o homem que sou !. Mas...(*). ""Quero ser o homem que sou.. Assim, da maneira que sou"". Esse gênio esboçado, essa criança louca. Esse filho da dor. Que foi capaz de erguer do lodo. Uma voz rouca em um canto de amor. Enquanto geme e chora. Mata e mente, acusa e defende. Deixa ficar pra trás. Na sua jornada uma canção de glória!!. Mas... (*)",Caráter,Negativo
sujeitoadjetivo,criança tão singela,"Tati, A Garota",Nana Caymmi,mpb,"Era uma criança tão singela. Só que Deus pôs dentro dela. O mistério da tristeza. Era inocente. Sem saber que a dor que sente. Era herança de uma dor maior. Com esse olhar tão só. Caminha essa criança tão sozinha. Numa estrada que não volta. Nunca mais. Ah, se eu pudesse fazer. Você jamais crescer. Eu ia cuidar de você. Qual nada. É uma criança já marcada. À mercê de triste herança. Solidão, dor e distância. Pra viver a infância como nunca mais",Emoção,Positivo
sujeitoadjetivo,criança alegre,Trapaça,Ney Matogrosso,mpb,"Dá prá ver, no meu olhar. Uma vidente. Uma criança alegre. Uma serpente. E no meu corpo. De ameixa e sapoti. As letras tortas. De uma história. Que eu não escreví. Dá prá ver,na minha cara. Uma vontade. Um animal na luta,um sabiá. Uma pessoa que no mínimo. Quer viver atenta. Prá não deixar o canto. Enferrujar. E digo mais. Quando você quiser. Dançar comigo,. No palco dos terreiros. No vapor das brasas,. Nas sete maravilhas. Do meu,paraíso. Vai ser mais uma trapaça. Que eu invento. Vai ser mais,uma pirraça. Que eu sustento. Prá morder você. Com meu sorriso. Prá morder você. Como eu preciso",Emoção,Positivo
sujeitoadjetivo,neném surfista,Namor,Ney Matogrosso,mpb,"Lá onde o mar é um blue. Bem no jardim do oceano. Sonha e sorri Namor. Sensual e sensualizando. Aos suspiros sereias abrem suas portas. Deixa pra lá. Te possuir é o que importa. Ele se espreguiça bem. Fica seduzindo e mais nada. E três conchinhas pedem. Deixa eu ser sua namorada. O neném surfista geme delicioso. Todos murmuram. Ai, que sereio dengoso. A areia branca fica vermelhinha. Sonha: ele podia estar ma minha. E o mar ondula e mexe suavemente. Faz beicinho e diz. Eu quero um beijo quente. Fica envergonhado e borbulha. Por ser tão ardente. E as ondas dançam pra agradar Namor. Já escravizadas pedem: por favor. Peça uma pensão, uma mansão. O que quiser: eu dou. Sonha com a água Namor. Com todo conforto e calor. Sonha com a água Namor. E me peça o que quiser. Eu dou. Amor",Papel Social,Neutro
substantivo,adolescente é um lance,d+,Felipe Dylon,pop,"CARA, TIPO ASSIM SER ADOLESCENTE É UM LANCE MUITO IRADO.. MAS TIPO ASIM QUANDO ROLA UNS ROLOS, NO SENTIDO,. QUANDO LANCE É O CORAÇÃO NINGUÉM MERECE.. NA MINHA ESCOLA TEM UMA GATA TIPO ASSIM. EU SÓ SEI ELA É DEMAIS. QUANDO ELE PASSA OU QUANDO RI OLHA PRA MIM. FAÇO ASSIM ""Ô"", ELE É DEMAIS. ELE É DEMAIS, ELE É DEMAIS.. TIPO ASSIM ELE É DEMAIS. ELA É DEMAIS, ELA É DEMAIS.. TIPO ASSIM ELA É DEMAIS. TODO DIA NA ESCOLA ELA PASSA E NEM DÁ BOLA. TIPO ASSIM NEM OLHA PRA MIM. NÃO SEI MAIS O QUE FAZER TO SENTINDO VOU MORRER. SE A GENTE NÃO SE CONHECER. FALA SÉRIO. ELE É DEMAIS, MUITO DEMAIS. TIPO ASSIM ELE É TUDO. ELA É DEMAIS, MUITO DEMAIS.. TIPO ASSIM ELA É TUDO. NO FINDI ROLOU UMA RAVE E A GALERA TAVA LÁ. E ELE NADA. DEPOIS CHEGOU FOI MUITO IRADO FALA SÉRIO, NÃO ACREDITO. ACOMPANHADO.. NÃO FOI DEMAIS. FOI MAL DEMAIS. TIPO ASSIM FOI RUIM DEMAIS. FIQUEI MAL QUE ROUBADA. ROLOU O MAIOR STRESS. SÓ PENSAVA NINGUÉM MERECE. ERA SÓ UMA COMPANHIA. NA VERDADE NADA A VER. PORQUE EU QUERO SÓ VOCÊ. SOFRI DEMAIS. FOI MAL DEMAIS. TIPO ASSIM NÃO FOI DEMAIS. CARA QUE PARADA SINISTRA BROTHER, FALA SÉRIO. AGORA FERROU A GATA NÃO VAI MAIS QUERER OLHAR NA MINHA CARA.. NUMA BOA, EU VOU TIRAR ESSE MOLEQUE DA MINHA CABEÇA CARA. OLHA SÓ SE ELE TIVER UMA EXPLICAÇÃO TIPO ASSIM MUITO BOMBADA SABE, MAIS MUITO BOMBADA MESMO.. VOCÊ VAI TER QUE OUVIR. O QUE EU TENHO PRA DIZER. E VOCÊ VAI ENTENDER. ELE FOI SE APROXIMANDO. E O CALOR FOI AUMENTANDO. QUANDO EU VI JÁ TAVA ROLANDO. FOI DEMAIS. ELE É DEMAIS. E EU TAMBÉM NÃO FICO ATRÁS. ELA É DEMAIS. ELE É DEMAIS. E O AMOR É DEMAIS. CARA FALA SÉRIO.. BOM DEMAIS.. PIOR QUE É MERMO, NÉ???. VEM, CHEGA MAIS PERTINHO.. EU HEIM, PARA GAROTO. É DERREPENTE. SÓ UM POUQUINHO",Papel Social,Positivo
sujeitoadjetivo,criança nova,Terra tombada,Jayne,sertanejo,"É calor de mês de agosto. É meados de estação. Vejo sobras de queimada. E fumaça no espigão. Lavrador tombando terra. Dá de longe a impressão. De losângulos cor de sangue. Desenhados pelo chão. Terra tombada. É promessa de um futuro que se espelha. No quarto verde dos campos. A grande cama vermelha. Onde o parto das sementes. Faz brotar de suas covas. O fruto da natureza. Cheirando a criança nova. Terra tombada. Solo sagrado chão quente. Esperando que a semente. Venha lhe cobrir de flor. Também minh'alma. Anciosa espera confiante. Que em meu peito você plante. A semente do amor. Terra tombada é criança. Deitada num berço verde. Com a boca aberta pedindo. Para o céu matar-lhe a sede. Lá na fonte ao pé da serra. É o seio do sertão. A água, leite da terra. Alimenta a plantação. O vermelho se faz verde. Vem o botão, vem a flor. Depois da flor a semente. O pão do trabalhador. Debaixo das folhas mortas. A terra dorme segura. Pois nos dará para o ano. Novo parto de fartura",Aparência,Neutro
sujeitoadjetivo,criança grande,Chuvisco Na Madrugada,João Mineiro e Marciano,sertanejo,"Lá, laia, lá, ialá, lá, laia, lá, ialá. Chuvisco da madrugada. Garoa fina da solidão. Retalhos de sentimento. Lavando a mágoa de uma paixão. Gotinhas de amargura. Pranto sentido caído ao chão. Pedaço de uma saudade. Matando aos poucos meu coração. Lá, laia, lá, ialá, lá, laia, lá, ialá. Amada criança grande. Por que me deixa neste abandono?. Quem dorme sempre em teus braços. À cinco noites morre de sono. Durante minhas andanças. Até quiseram tirar teu trono. Mas nós somos um do outro. Tu me dominas e eu sou teu dono. Lá, laia, lá, ialá, lá, laia, lá, ialá. Que importa se o povo fala. Mas desconhecem nosso carinho. E quando a saudade aperta. Tu me procuras em meu cantinho. As horas deliciosas. Guardo comigo e sinto sozinho. Por ti eu enfrento o mundo. Doce pedaço em meu caminho. Lá, laia, lá, ialá, lá, laia, lá, ialá. (Pedro Paulo Mariano - Santa Maria da Serra-SP)",Aparência,Neutro
sujeitoadjetivo,bebê chorão,Óh Não,Marchinhas de Carnaval,mpb,"Eu também quero. Se não eu vou dizer. O teu segredo todo mundo vai saber. Eu vou gritar. Você leva o ano inteiro. Chegando em casa depois do leiteiro. E quando vem com aquela tapeação, ó. Ó ó ó não. Você não se compreende. Faz tudo que quer. Depois se arrepende. E quando vem parece um bebê chorão, ó. Ó ó ó não. Você de noite e de dia. Não arreda o pé lá da galeria. E chega em casa. Você diz que fez serão, ó. Ó ó ó não",Emoção,Negativo
sujeitoadjetivo,criança bonita,Poema do Menino Jesus,Maria Bethânia,mpb,"Num meio-dia de fim de primavera eu tive um sonho como uma fotografia: eu vi Jesus Cristo descer à Terra.. Ele veio pela encosta de um monte, mas era outra vez menino, a correr e a rolar-se pela erva. A arrancar flores para deitar fora, e a rir de modo a ouvir-se de longe.. Ele tinha fugido do céu. Era nosso demais pra fingir-se de Segunda pessoa da Trindade.. Um dia que DEUS estava dormindo e o Espírito Santo andava a voar, Ele foi até a caixa dos milagres e roubou três.. Com o primeiro Ele fez com que ninguém soubesse que Ele tinha fugido; com o segundo Ele se criou eternamente humano e menino; e com o terceiro Ele criou um Cristo eternamente na cruz e deixou-o pregado na cruz que há no céu e serve de modelo às outras.. Depois Ele fugiu para o Sol e desceu pelo primeiro raio que apanhou.. Hoje Ele vive na minha aldeia, comigo. É uma criança bonita, de riso natural.. Limpa o nariz com o braço direito, chapinha nas poças d’água, colhe as flores, gosta delas, esquece.. Atira pedras aos burros, colhe as frutas nos pomares, e foge a chorar e a gritar dos cães.. Só porque sabe que elas não gostam, e toda gente acha graça, Ele corre atrás das raparigas que levam as bilhas na cabeça e levanta-lhes a saia.. A mim, Ele me ensinou tudo. Ele me ensinou a olhar para as coisas. Ele me aponta todas as cores que há nas flores e me mostra como as pedras são engraçadas quando a gente as tem na mão e olha devagar para elas.. Damo-nos tão bem um com o outro na companhia de tudo que nunca pensamos um no outro. Vivemos juntos os dois com um acordo íntimo, como a mão direita e a esquerda.. Ao anoitecer nós brincamos as cinco pedrinhas no degrau da porta de casa. Graves, como convém a um DEUS e a um poeta. Como se cada pedra fosse todo o Universo e fosse por isso um perigo muito grande deixá-la cair no chão.. Depois eu lhe conto histórias das coisas só dos homens. E Ele sorri, porque tudo é incrível. Ele ri dos reis e dos que não são reis. E tem pena de ouvir falar das guerras e dos comércios.. Depois Ele adormece e eu o levo no colo para dentro da minha casa, deito-o na minha cama, despindo-o lentamente, como seguindo um ritual todo humano e todo materno até Ele estar nu.. Ele dorme dentro da minha alma. Às vezes Ele acorda de noite, brinca com meus sonhos. Vira uns de pena pro ar, põe uns por cima dos outros, e bate palmas, sozinho, sorrindo para os meus sonhos.. Quando eu morrer, Filhinho, seja eu a criança, o mais pequeno, pega-me Tu ao colo, leva-me para dentro a Tua casa. Deita-me na tua cama. Despe o meu ser, cansado e humano. Conta-me histórias caso eu acorde para eu tornar a adormecer, e dá-me sonhos Teus para eu brincar.",Aparência,Positivo
sujeitoadjetivo,bonequinha engraçadinha,Feiticeira,Maria Bethânia,mpb,"Feiticeira como a rosa tão formosa. Era minha bonequinha engraçadinha. Ela tem doces encantos eu garanto. É de todas a rainha. Certo dia deu-se um caso por acaso. Mas não foi por gosto meu que aconteceu. Eu ninando a bonequinha engraçadinha. Quem adormeceu fui eu. Despertando desse sono procurando. Para tê-la nos meus braços em abraços. Oh, que dor no coração ao vê-la ao chão. Separada em mil pedaços",Emoção,Positivo
sujeitoadjetivo,mocinha maluca,Coração de Mãe Não Se Engana,Marchinhas de Carnaval,mpb,"Mamãe já disse,. Cuidado com o primo Juca,. Porque ele deixa,. Toda mocinha maluca,. Não vá com ele à praia de copacabana,. Coração de mãe, não se engana.. Mamãe já disse,. Cuidado com o primo juca,. Porque ele deixa,. Toda mocinha maluca,. Não vá com ele à praia de copacabana,. Coração de mãe, não se engana.. O juca,. Não é flor que se cheire,. Mamãe já disse,. Com ele você não vai,. Ele gosta de brincar, lá no balanço,. Tanto balança,. Que um dia você cai...",Caráter,Negativo
sujeitoadjetivo,criança tão feliz,Carnaval de Ilusões,Marchinhas de Carnaval,mpb,"Ciranda cirandinha,. Vamos todos cirandar,. Vamos dar a meia volta,. Volta e meia vamos dar.. Fantasia,. Deusa dos sonhos esteja presente,. Nos devaneios de um inocente,. Ó soberana das fascinações,. Põe os seres do teu reino encantado,. Desfilando para o povo deslumbrado,. Num carnaval de ilusões.. Na doce pausa,. Dos folguedos infantis,. Repousam a bola,. E a bonequinha querida,. No turbilhão do carrossel,. Da alegre vida,. Morfeu embala a criança tão feliz,. Como num sonho encantador,. Viaja ao mundo da fabulação.. Terra da riqueza,. E do fulgor,. De tanta beleza,. E do esplendor.. Guiadas pela fada ilusão,. Se juntam lendárias figuras,. Personagens de leituras,. Revividos na memória,. Que ajusta ao imperfeito,. A perfeição dos conceitos,. De deleitosas histórias.. Neste clima extasiante,. O cortejo deslumbrante,. Tudo envolve ao despertar,. E ao mundo de verdade,. Sem saber a realidade,. Retorna o petiz a cantar.. Ciranda, cirandinha,. Vamos todos cirandar,. Vamos dar a meia volta,. Volta e meia vamos dar.",Emoção,Positivo
sujeitoadjetivo,criança pequena,Aprendendo A Dirigir (ep 2002),Dead Fish,rock,"Pra uma criança pequena ter amigos e escorregar e o velho sentado em um banco de praça olhar a banda passar.. Prosperar, o monge meditar, o banqueiro lucrar, a mãe amamentar e o crente rezar.. Em uma favela próxima o novo Hitler nasceu e Jesus passa embaixo em um Mercedes a acenar.. Novas regras de bem e mal, outros lideres que odeiam lideres te farão andar na retidão.. Pois ódio é amor.. Explique a diferença!. Explique a sensação!. De não ter mais parâmetros, de não ver mais razão.. Os objetivos dos outros são outros que não os seus.. Tire os arreios e freios e se permita desviar.. O preso fugir, o policial matar, e pra tantas pessoas simplesmente passar.. Pro humanista fazer uma boa ação e para o cristão acreditar em redenção.. Novos homens... homens com missões para lhe salvar e a sinceridade do bêbado vai te insultar.. O certo nunca errou, o errado nunca acertou.. A certeza é algo tão rarefeito e simples de aceitar.. Explique a diferença!. Explique a sensação!. Faça auto-crítica mas abra seu coração.. O ismo de fascismo o ão de religião!. Se não se pode ser o todo então o que pode mudar?",Aparência,Neutro
sujeitoadjetivo,criança pequena,Aprendendo A Dirigir,Dead Fish,rock,"Uma criança pequena ter amigos e escorregar. E o velho sentado em um banco de praça. Olhar a banda passar, prosperar,. O monge meditar, o banqueiro lucrar,. A mãe amamentar e o crente rezar.. Em uma favela próxima o novo Hiltler. Nasceu e Jesus passa embaixo. Em um Mercedes a acenar.. Novas regras de bem e mal,. Outros lideres que odeiam lideres. Te farão andar na retidão. pois ódio é amor.. Explique a diferença!. Explique a sensação!. De não ter mais parâmetros,. De não ver mais razão.. Os objetivos dos outros são outros que não os seus.. Tire os arreios e freios e se permita desviar.. O preso fugir, o policial matar,. E pra tantas pessoas simplesmente passar.. Pro humanista fazer uma boa ação. E para o cristão acreditar em redenção.. Novos homens... homens com missões. Para lhe salvar mais a sinceridade. De um bêbado vai te insultar.. O certo nunca errou, o errado nunca acertou.. A certeza é algo tão rarefeito e simples de aceitar.. Explique a diferença? Explique a sensação!. Faça auto crítica mais abra seu coração.. O ismo de fascismo o ão de religião!. Se não se pode ser o todo então o que pode mudar?",Aparência,Neutro
sujeitoadjetivo,criança pequena,"Ouça O Que Eu Digo, Não Ouça Ninguém",Engenheiros do Hawaii,pop,"Tantas pessoas. Paradas na esquina. Assistindo a cena:. Pele morena,. Vendendo jornais. Vendendo muito mais. Do que queria vender. Vozes à toa. Ecos na esquina. Narrando a cena:. Pele morena,. Vendendo jornais. Precisando demais. Venenos mortais. O que nos devem. Queremos de dobro. Queremos em dólar. O que nos devem. Queremos em dobro. Queremos agora. Se te disseram pra não virar a mesa. Se te disseram que o ataque é a pior defesa. Se te imploraram: ""por favor não vire a mesa"". Ouça o que eu digo: não ouça ninguém. Ouça o que eu digo: não ouça ninguém. Ouça o que eu digo: não ouça ninguém. Ouça o que eu digo: não!. Tantas pessoas. Paradas na esquina. Fingindo pena. Criança pequena. Cheirando cola. Beijando a sola. Dos sapatos. O que nos devem. Queremos de dobro. Queremos em dólar. O que nos devem. Queremos em dobro. Queremos agora. Se te disseram pra não virar a mesa. Se te disseram que o ataque é a pior defesa. Se te disseram pra esperar a sobremesa. Ouça o que eu digo: não ouça ninguém. Ouça o que eu digo: não ouça ninguém. Ouça o que eu digo: não ouça ninguém. Ouça o que eu digo: não!. Se te disseram pra não virar a mesa. Se te disseram que o ataque é a pior defesa. Ouça o que eu digo: não ouça ninguém",Aparência,Neutro
sujeitoadjetivo,menininha indefesa,Sexy,Dolls,pop,"Sexy.... Querem que a gente seja sexy. Querem que a gente faça pose. Que faça caras e bocas.... Querem que a gente seja santa. Querem que a gente seja virgem. Depois reclamam que nós somos loucas. Camisa de força pra eles. O homem nunca sabe o que quer. Eles são tão complicados. Mas dizem que a gente é que é. Sexy, pode ser... pose, se tiver a ver.... Santa... não sou,e não vou ser jamais. Sexy, pode ser... pose se tiver a ver. Santa... ah tanto tempo faz que eu não sou mais.... Tudo.... Posso ser um pouco disso tudo. Ou absolutamente nada. Decido pra quem visto ou tiro a roupa. Camisa de força pra eles. O homem nunca sabe o que quer. Eles são tão complicados. Mas dizem que a gente é que é. Sexy, pode ser... pose, se tiver a ver.... Santa... não sou,e não vou ser jamais. Sexy, pode ser... pose se tiver a ver. Santa... ah tanto tempo faz que eu não sou mais.... santa.... Adoro provocar, fingir que estou na deles. Mulher fatal, menininha indefesa. Objeto sexual, coitados!. Quanto mais eles pensam que dominam. Mais eles são dominados. Eu decido,como . quando. onde, com quem. Eu não correspondo ao roteiro de ninquém",Emoção,Negativo
sujeitoadjetivo,criança carente,Assim Sou Eu,Irmãs Freitas,sertanejo,"Assim sou eu sem você. Assim sou eu sem te ver. Passarinho de asas quebradas sem poder voar. Perdido do ninho querendo voltar. Morrendo de sede na imensidão. Sou lua em noite de chuva, sem poder brilhar. Um grão de areia na praia do mar. Um cego vagando na escuridão. Sou um trem desgovernado saindo do trilho. Mãe desesperada a procura do filho. Uma tempestade sem direção. Voando feito folha seca perdida no espaço. Criança carente querendo um abraço. Tão triste ferida caída no chão",Emoção,Negativo
sujeitoadjetivo,pirralho papudo,Pedro Paissandú,Jacó e Jacozinho,sertanejo,Pedrão fofoqueiro perito pingueiro. Levou para faro por predileção. Pafúncia pelanca pequena pancosa. Porque para pedro pagava pensão. Fui paulo papudo pirata pilantra. Por pura pirraça pagava cor panca. Passava por perto piscando piscando. Porque paquerava a pafúncia pelanca. Parece piada porém principia. Percalço pesado pro pobre pedrão. Porque percebia pafúncia penando. Por paulo papudo profunda paixão. Pra por poesia pafúncia pelanca. Pensando pagar pelo prometido. Presente precioso passou pro papai. Pequeno pimpolho por pedro pedido. Pedrão fofoqueiro papai prestativo. Passando pomada pelo pescocinho. Parou pensativo porque percebia. Pendendo pro peito um pequeno papinho. Pasmado paulinho por perto passava. Pedrão praguejava pois pare peitudo. Pilantra perverso precisas pegar. Pequeno parente pirralho papudo. Pegou pelo papo paulinho papudo. Puxou pela praça pulou pro pomar. Pedindo passagem pro povo presente. Passava pimenta pro papo pular. Pafúncia pelanca prevendo pancada. Passando por finda partiu pro peru. Pedrão pela neve passando fofoca. Processa presente pelo paissandú,Aparência,Negativo
sujeitoadjetivo,mocinha filha,Castigo Do Fazendeiro,Jacó e Jacozinho,sertanejo,Meus amigos e colega peço licença primeiro. Que eu vou contar uma história de um fato bem verdadeiro. Que sentado numa igreja um padre bom conselheiro. Repreendeu uma mocinha filha de um fazendeiro. Por usar vestido curto ele achou que era exagero. Quando a moça chegou em casa pro seu pai ela contou. Dizendo que na igreja o padre lhe maltratou. O fazendeiro nessa hora muito zangado ficou. Pra fazer uma vingança dois capanga ele arranjou. Mas o padre era inocente e o castigo não faltou. Os capangas se aprontaram e o fazendeiro foi deitar. Fingindo que tava doente precisava confessar. Mandaram chamar o padre que não pode recusar. Quando o padre ia chegando sentiu seu corpo arrepiar. Mas quem tem fé no divino sempre se livra dos má. Quando o padre entrou no quarto dos capanga foi rodeado. Mas o homem estava morto tinha sido castigado. O padre virou e disse já me chamaram atrasado. Os capanga nessa hora ficaram muito assustado. O corpo do fazendeiro na cama tava gelado. Meus amigo e colega essa história que termina. Que isso sirva de exemplo pra muitos que não imagina. Quem não crê em religião e também na santa doutrina. Mas ela é verdadeira só o bom caminho ensina. O castigo do fazendeiro foi da justiça divina,Papel Social,Neutro
